Qubit,T1,T2
0,5.5870271009501846e-05,5.853268161520776e-05
1,0.00018666803089578097,0.00024458560711338763
2,0.0002586852428271028,0.00017691142381907708
3,0.00019263047070998513,0.0001809028200812825
4,0.00020759369725062643,0.00014383297976685964
5,8.925292191748679e-05,9.620403836557641e-05
6,0.000179848430567405,0.00014405486534185976
7,5.79060303915476e-05,3.175080828808665e-05
8,0.0001640873493323163,5.891633864613888e-05
9,0.00024581522804698036,2.3313330848867273e-05
10,0.00022473471956064846,0.0001229922128012188
11,8.461241259338265e-05,3.520420736926061e-05
12,5.995876541506295e-05,4.742664232655718e-05
13,0.0002393176521000264,0.00015331509939581672
14,0.00019118562749543842,5.994075689848849e-05
15,0.00030657138885558174,0.00016508342971347344
16,0.00015090665473611027,6.813863313630151e-05
17,0.00020093323551412118,7.97924428762474e-05
18,0.00015356526680078815,7.127435973431109e-05
19,0.0001591569288961968,0.00014611123155517714
20,0.00018593128426187981,0.0002156931174572428
21,0.00022831084097212252,0.00015835898627025488
22,0.00014741332496955657,0.00010587382720523172
23,9.581242729615222e-05,8.411149177462118e-05
24,9.144299098143658e-05,9.422369625477296e-05
25,0.0002098897628482249,6.616537099474172e-05
26,0.00016510184243743068,0.0001124532953802037
27,0.00011500688530301107,0.00011198792071379714
28,0.00012339023490951092,0.00013229998625132012
29,0.00015317759783290715,4.827472940000344e-05
30,0.00016594937250166418,0.00011961131276019504
31,6.773458182851108e-05,4.217196254184368e-05
32,9.365317793783262e-05,0.00010443459344851725
33,0.0001274698941915748,0.0001068444197749359
34,0.00011550367898160142,6.531261574724372e-05
35,0.00014069870997685124,3.921871384218212e-05
36,9.723975390147137e-05,0.00011681584677711074
37,0.00011802929118440226,0.0001569288251654
38,0.00011259419795644964,0.00012518296232599113
39,0.00011958186121873571,0.00012168144711632358
40,0.00020282087037774385,0.0002161241046528067
41,0.00017260786717463147,0.00011406275131854883
42,0.0001503614970625521,4.0030833481191984e-05
43,0.00018332016489549903,8.168789788922927e-05
44,0.0001190068247882186,0.00012793720639582445
45,0.000125766662330003,6.227634656688081e-05
46,0.00016083720946846953,1.23498215929236e-05
47,0.00013616855533659384,5.466858739008421e-05
48,8.331185661625166e-05,5.2307837204095355e-05
49,0.00011225040109544844,3.375222681621608e-05
50,0.0001348888321680447,0.00010407104547528384
51,7.079072412844992e-05,6.614563280836078e-05
52,0.00013141346427436565,9.62323813024491e-05
53,0.00016680224555546474,1.165761537923524e-05
