Qubit,T1,T2
54,0.00016630548199180422,0.00021202848522983205
55,7.81282166926178e-05,9.103833788721882e-05
56,0.00010678830835744264,0.00012072250550681132
57,0.00013898186013029375,6.147091149254963e-05
58,0.0001549029293228115,0.00015161585639119642
59,0.00014773999474330818,0.00014047287411662768
60,0.00013644279708532729,4.139957118684438e-05
61,0.00013610290233137122,9.229684249164268e-05
62,0.00010704516043089108,4.177502309116905e-05
63,0.00015907974503011064,1.3654680841926006e-05
64,0.00015539547405201746,0.00015582560548965096
65,0.0001160642051569832,8.606951261570095e-05
66,8.275028551866998e-05,1.8031475177758307e-05
67,0.00014809800820719338,6.412206004913773e-05
68,9.199464655607702e-05,8.592408956150367e-05
69,0.00010561934238962859,5.8683016706620815e-05
70,9.94826016611479e-05,7.997694248298357e-05
71,0.00016942181092899307,0.00014160265431848056
72,7.158666952819199e-06,
73,0.00018745379534156146,8.005727387929653e-05
74,0.00011265587208906688,0.00010795763463363432
75,0.00016251846009830885,0.00015336728082235965
76,0.00012604480385485845,8.792039877937912e-05
77,9.727223489434554e-05,4.822433291838882e-05
78,6.117444763384859e-05,5.140245045646651e-05
79,0.00014082079885516658,2.52529141410988e-05
80,0.0001337416663898543,0.00010638349007389751
81,0.00012078384764097545,2.053430741075292e-05
82,0.00013558557205296513,3.450278607975339e-05
83,0.00019122355351055024,0.0001517531827108231
84,0.00012780516206729092,0.00015010282784562627
85,0.00020845373517912837,3.762640192601056e-05
86,0.00012148148012642265,7.71234409493836e-05
87,9.295787354050176e-05,0.00011077820210912627
88,8.313544575137432e-05,0.00010617365370014775
89,0.00018583761077663988,6.401646195647597e-05
90,9.391717910626438e-05,0.00010317079241525326
91,0.0001549392087337528,2.1881910189719295e-05
92,0.0001237124950278979,0.00016018720969499943
93,0.0001793624812831661,0.00015225617629435946
94,0.00013967208381924704,5.9302667540319526e-05
95,9.810510608288244e-05,0.00011799027720160053
96,0.00013475898197835463,0.00012087648274004135
97,0.00010582514947876872,0.00013626271567137362
98,0.00012868836703434078,2.004053361347204e-05
99,0.00010100399526945609,3.093187595226085e-05
100,0.00014757601771146563,3.4194810027300726e-05
101,0.0001817060571159722,0.00018559381950384292
102,0.00010996724151046007,3.630396387019682e-05
103,5.885389272236858e-05,7.63356979593332e-05
104,0.00011143334352829818,0.00010657016430462388
105,0.00016557264563325062,0.00017182761146444702
106,8.561792820690196e-05,9.083791659113353e-05
107,0.00011034216334030116,2.2140885143400248e-05
108,7.368662342316883e-05,8.920119123475357e-05
109,0.0001882276705965867,7.711650618703604e-05
110,0.0001688154233964409,0.00011907255298667606
111,0.00015384200470535764,0.00010520209390654934
112,0.00015364098435103205,0.00012210789332589095
113,0.00015164745372802402,3.3831335222007964e-05
114,0.00015310840730813316,0.00011511567886972472
115,0.00015985662859097378,0.0001894767731992321
116,6.565024888778276e-05,6.787909814158147e-05
117,0.0001485310949604519,0.00016634599142298403
118,0.00011775802721765765,5.357572012301254e-05
119,0.0001048417125699905,0.0001456735261960721
120,0.00017438506276485274,0.00020080993327227213
121,0.00013297491247975018,0.00013175087848438772
122,0.00013050790831235624,5.725105736715561e-05
123,0.00011995492351784603,0.0001005584675565695
124,0.00012352623742833925,0.00013991285871177905
125,0.00019789370603405735,5.2805413453454565e-05
126,0.00011691829051120634,7.554046320945624e-05
127,7.709271832266482e-05,8.950714995462856e-05
128,9.983594159585886e-05,4.461779725050976e-05
129,0.00012312382299127416,0.00010811963900525923
130,0.00018248042877700408,0.00014261172225997381
131,0.00018955374482779354,0.00019323044922502834
132,0.0001385267129671344,0.00011610515000074577
133,0.0001518884441400552,4.3012185330635835e-05
134,0.00014969601303467422,4.177429911990864e-05
135,0.000179498437484533,0.0002132229875445505
136,0.00010369549142981672,0.00010053646408222896
137,0.00014768910335002987,0.00019036480804674531
138,9.737705822501351e-05,0.00013829657491662604
139,0.00013482708530715648,4.0252130864226194e-05
140,0.000123787786701506,0.00020280226031988604
141,0.0001271415495494944,9.354003587239131e-05
142,9.326225520547754e-05,0.00010248949999265022
143,0.00011050488152620115,8.685599682953106e-05
144,0.0001572437460422327,0.00021615505480630895
145,0.00019379957043443686,0.0001582769066960889
146,0.0001086287042212253,4.227175101128246e-05
147,0.00014534253524822619,0.00012390727392474688
148,9.633658398135068e-05,0.0001158730341880548
149,5.8319169123634756e-05,5.271590888521691e-06
150,0.00016480859045467646,6.75930250261889e-06
151,8.854472844722852e-05,9.156020661091335e-05
152,7.671086073347251e-05,9.426831689380194e-05
153,0.00010024839594181718,4.441741118241986e-05
154,7.66427542432387e-05,7.232417653529632e-05
155,0.00013844420168437929,1.5608442829492453e-05
