Qubit,T1,T2
0,5.197238296201417e-05,5.17265432898656e-05
1,0.00015791808298166963,0.00017648400964122166
2,0.0002678132163819748,0.00015462308411085646
3,0.00022411935813504915,0.0002428715319913676
4,0.00014821813115157312,0.00011637044169272538
5,0.00011468702335613028,0.00011085190620506142
6,9.821386526976433e-05,0.00010913620342266271
7,0.00012618708917126615,4.221695005374251e-05
8,0.00015058765190305645,4.811416542262287e-05
9,0.00021550055806979776,2.3344754211290164e-05
10,0.0001547916316465584,0.00010806156050508273
11,9.803954502278113e-05,5.6614835219189326e-05
12,7.453621774816587e-05,7.466584940493046e-05
13,0.0002976717296063597,0.00022247437889772332
14,0.0002414803336564921,5.740165136827591e-05
15,0.00039973414350704664,0.00020857500894615554
16,0.00015577496242759754,0.00013588780249435104
17,0.00020093323551412118,6.642942022639185e-05
18,0.0001431721669744994,7.39567249815268e-05
19,7.98117611772382e-05,7.507420367880546e-05
20,0.00015462072210505013,0.0001591331273990447
21,0.0002018064316083641,0.000178642468110714
22,0.0001713834172436811,0.0001385607222993787
23,0.0002777660409130492,3.4188842357801735e-05
24,0.00014059193950937134,0.0001420628397051165
25,0.00016247026289764762,0.00011760703284239921
26,0.00013312424030622694,0.00010369013680965247
27,0.00011068609334779216,0.00011663224298327357
28,0.00011616942561176756,0.00010818859017984799
29,8.284787520561961e-05,4.0706446680485514e-05
30,0.00014786192019149575,0.00011635195344521361
31,0.0001231735121773139,7.225160629264811e-05
32,0.00011597041071155857,0.00011307000682655587
33,0.0001595436316704942,3.349196522689647e-05
34,0.00016321901690280526,7.472330342094524e-05
35,0.00013607430229445024,4.17830463432934e-05
36,0.00010423245450638827,9.585089391886398e-05
37,0.00014710056822937054,0.0001224071940835679
38,0.00011744747579957276,0.00013358901880042295
39,0.00011349858737882928,0.00010348668057838734
40,0.0001262554642719917,0.00013096644640192144
41,0.00018885948148290987,0.00013735844503978123
42,0.00016303350559181064,4.3307818049448565e-05
43,0.00014969890708256333,9.260754051680792e-05
44,0.00014969304998957032,0.0001399843275048457
45,0.00019729781865314544,0.00011883396522610852
46,0.0001775281832206604,1.331114486800834e-05
47,0.0001682098687447323,5.381621075830461e-05
48,0.00010112698608639776,4.8741260815744835e-05
49,0.00016449753723757032,3.5665431845946215e-05
50,0.00011814336046130681,0.00010465554548474884
51,5.652996253312435e-05,6.784177317040212e-05
52,0.00011256825791072703,9.904831080599444e-05
53,0.0001384747179085344,1.5300039889657318e-05
54,0.00015262828937113006,0.00017708354394571434
55,0.00011919940228496913,0.00013046158494329328
56,0.00018398954300825144,0.00020607437583327446
57,9.410384261186864e-05,3.981195152939245e-05
58,0.000174882238230949,0.00014649379059827983
59,0.00017721562464395452,0.00018736038883818956
60,0.0001392643963873409,6.199465570001938e-05
61,0.00020922439507653753,0.00011401171089774314
62,0.00014181000729130712,4.136210172468622e-05
63,0.00013592399391278438,1.6199508339997807e-05
64,0.00011996921011778293,5.265982796035361e-05
65,0.00010140387584175229,5.9538809809040936e-05
66,7.708475984981639e-05,1.5970044762427453e-05
67,0.00016272695061055403,5.6326584460882085e-05
68,0.00012635957120006087,0.00010060209899899007
69,0.00013564162963107906,9.055589838677368e-05
70,0.00010109253225567131,9.188648388173471e-05
71,0.00019467568926678436,0.0001268181355408419
72,7.158666952819199e-06,
73,0.00014037581053686713,7.200864913887876e-05
74,0.00013361151271094911,0.00011455980250676927
75,0.0002030485754266218,0.00018243539163686614
76,0.00016909855107162593,0.00010684899461343292
77,0.0001348267753896002,3.732349118276806e-05
78,0.0001090758386888488,0.00010475816228854565
79,0.00011485956211553038,5.3515164579893854e-05
80,0.00016122647339047422,0.00015129128790877227
81,0.00014225541556582715,2.115613074245819e-05
82,9.80150432344857e-05,2.1263708534461303e-05
83,0.00020069325745554202,0.00023324173438923622
84,0.00015075598736818464,0.0001105540718546057
85,0.0001624780464504476,3.849277620465699e-05
86,0.0001474603718347031,8.767299582660957e-05
87,0.00016575543244489862,0.00021691680045323264
88,0.00014537691594855202,0.00016550533450195923
89,0.00012313217337530454,7.555515993481949e-05
90,9.964404265517161e-05,9.009939801424769e-05
