Qubit,T1,T2
91,0.00012191096599984303,1.8915341641023625e-05
92,0.00013910757966724218,0.00017486212154469794
93,0.00015193373490241934,0.0001370823074840643
94,0.00014089197461910813,6.773672828366526e-05
95,0.00015551982348588572,0.00016635115905480627
96,0.00015947934653466663,0.00013954493637046157
97,0.0001030548882320836,0.00012090567723361567
98,0.00010480203075135465,1.9077549271754772e-05
99,0.00014108758062768818,3.334169050402552e-05
100,0.0001783745587146854,3.1354309469529563e-05
101,0.00023205924899822526,0.0001995254351462181
102,0.00016133165746571828,8.851653241549178e-05
103,0.00014079675673379287,0.0001295700327908923
104,0.00010092254211430314,8.953016232304643e-05
105,0.00014857492756368691,0.00014641366168163252
106,0.00019177546729578997,0.00020311775745616382
107,0.0001354577769291796,2.5113381859776877e-05
108,0.00010048388340901892,0.00010305866215498231
109,0.00020221535960730688,8.08838041292192e-05
110,0.00015232819625146172,0.00012236463720225035
111,0.00012117165255420308,0.000106399696363901
112,0.0001533233664615935,0.00014171372697514096
113,0.00015352116159849454,3.366863717439811e-05
114,9.954821780265638e-05,7.787562745811118e-05
115,0.00017546707189113273,0.00020743115347986854
116,0.0001640453787411642,0.0001412541248487171
117,0.00011059006352005347,0.00014549929001177243
118,0.00014131676867985412,4.776385356639484e-05
119,9.447725792776695e-05,0.00015332265225970868
120,0.00017141799173843946,0.0001782708810840277
121,5.419780540553011e-05,5.961470958685551e-05
122,0.00013734832263260233,5.8958995824078865e-05
123,0.0001521577956156374,0.00011737160159044047
124,0.00010871408215223738,0.00013707144641281202
125,0.00012731774524858127,5.29889449853118e-05
126,6.617430582973267e-05,4.9744818105063996e-05
127,0.00017375200055134537,0.00017299060610536935
128,0.00010687125129506543,4.911188543248779e-05
129,0.0001276114877235651,9.614828065367959e-05
130,0.0001649466313208655,0.00016876880733253274
131,0.00015233035774332967,0.00018800747046280992
132,0.00016281353031973055,0.0002617229050196878
133,0.00014940910223564172,4.830271813742883e-05
134,0.0001417842009067166,4.7302134193164544e-05
135,0.00015190451508410115,0.00010414185538973969
136,0.00016013203879209218,0.0001369850048400131
137,0.00011407218282551761,0.0001236201150385587
138,8.561206033914981e-05,0.00011299150744230334
139,0.00010282635102194362,3.8620622818811023e-05
140,0.00014037960326424836,0.00023334988911115
141,0.00019653013074533244,0.00010141677793947981
142,0.0001733175392927319,0.0002058493850173518
143,0.00012197637599527238,0.00011464931156107173
144,0.00013921325688477402,0.0001761621319111151
145,0.00021227450709383262,0.0001548330138455209
146,0.0001345492906615246,5.833996652271044e-05
147,0.0001605545621901987,0.00013962194504834287
148,0.0001274465663034352,0.0001295312072488361
149,4.558053381124848e-05,3.921150080065893e-06
150,0.00013850197038168207,5.940317068219927e-06
151,8.062149603027839e-05,0.000101554056811971
152,9.069504992498977e-05,0.00011604412213700704
153,0.00010652347827949672,4.380279116103038e-05
154,0.00012689944591281566,0.00010648082649293426
155,0.00022081678508816888,1.6187664461474516e-05
