Qubit,T1,T2
106,0.00011412352967940925,0.00013105969827802508
107,7.025950169817856e-05,2.1623819407131783e-05
108,9.315907639819043e-05,0.0001002566630565769
109,0.00015993831242850775,6.80715547831936e-05
110,0.00016887012088402843,0.00010962126566814147
111,0.0002060326989325495,0.00012479967174471778
112,0.00013749240497751562,0.00011299585901071172
113,0.00017934299041456395,3.5135742036140265e-05
114,0.00013361212859208213,9.965816114736688e-05
115,0.00014128042661699746,0.00016378957111796465
116,0.0001523794079764713,0.00015757240387318582
117,9.510202528279197e-05,0.00011046236478497802
118,0.0001095965035246415,4.395776656352119e-05
119,9.667178930189204e-05,0.00012467373400791527
120,0.00021702778422513346,0.00023793435559899074
121,0.0002324748896482559,0.00021945899227409298
122,0.00018038084097029896,8.676107354701668e-05
123,0.00018453814084379763,0.00015908923448216972
124,0.00010094815227076191,0.00010798109244519144
125,0.0001700251453107007,4.82854527296756e-05
126,9.230911464911995e-05,6.864042000640176e-05
127,0.00015758015134098374,0.0001827747298624963
128,0.00015092391957823422,5.5280617705188336e-05
129,9.620255160936105e-05,7.768441101403503e-05
130,0.00011183301009266742,0.00013750284478283262
131,0.00019375129258109808,0.00018617092063071127
132,0.00013614400306053218,0.00015391225141521642
133,0.0001910586305658371,5.688980095233338e-05
134,0.00011110304778090855,4.4141578208631083e-05
135,0.0001625541389342959,0.00018955729185588083
136,0.00014019731233402147,0.0001228202920400737
137,0.00014581564103393854,0.00018590745010361507
138,9.793306536047182e-05,0.00011911076038762713
139,0.0001068751466406691,2.6550424969498805e-05
140,0.0001366785855432405,0.00020661241181606834
141,0.00016363720733950595,9.161247797430169e-05
142,0.0001773688077079705,0.00019569901190861399
143,0.00015998850066615048,0.00016884571672426833
144,0.00014217664635591344,0.00019947278320398733
145,0.0001241676069827221,9.749631970992813e-05
146,0.00016121892454626805,4.9019356504989896e-05
147,0.00014561670016058622,0.00013341554000655153
148,0.0001226078914111826,0.00014347883313871405
149,4.7414913027949696e-05,5.151479772812411e-06
150,0.00014382365886208962,7.010604729186719e-06
151,0.00010295018549723438,0.00012449896506775256
152,6.53347173818383e-05,0.00010319780967932697
153,9.45149741502194e-05,5.0719818519178245e-05
154,0.00011576917686962646,0.0001032100953425392
155,0.0001451206484004511,1.3816268927373635e-05
