Qubit,T1,T2
0,5.197238296201417e-05,5.507323914454622e-05
1,0.00023143401372045222,0.00026598869105702377
2,0.00022600272349519994,0.0001586181345618853
3,0.00022417482019594764,0.00018978669904930943
4,0.00020992242183431894,0.00014467015417530174
5,0.00017610866166697676,6.992674338558808e-05
6,0.0001026042527066089,0.0001060858045649337
7,0.00013615839924655874,4.178004122630588e-05
8,0.00016208004912877106,3.2799970806262164e-05
9,0.00021783649417490285,2.7536259500104383e-05
10,0.0001679254606776838,0.00011468916813561536
11,8.461241259338265e-05,3.520420736926061e-05
12,6.550924903498842e-05,6.797778261820217e-05
13,0.0003505287902821279,0.00021828620173934153
14,0.00018871979279754995,6.556973533411826e-05
15,0.00023533385820324158,0.00015504855406156803
16,0.00023211779747253563,0.00015908821262492918
17,0.00020093323551412118,8.502217954338908e-05
18,0.00015946990056516725,8.077361457699934e-05
19,0.00023006775246011825,0.00019284036045168253
20,0.0001134426361306363,0.00011311584160028888
21,0.00015837371411850715,0.00010224286804478052
22,0.00012042106376848214,0.00010981839794168019
23,0.0002777660409130492,0.0002165114344326946
24,0.00010678459979258698,0.00011371451832530526
25,0.00023153198273214424,0.00014067400755536584
26,0.00012093839210882193,9.000850960265704e-05
27,0.00012115506631522291,0.00012340963649904558
28,0.00013631602196577058,0.00013899244519633198
29,0.00017331151675413327,4.64291880589577e-05
30,9.852164001277004e-05,0.00010075891238669204
31,0.00014320505219520143,5.994986708463354e-05
32,0.00011597041071155857,0.00011714779199443388
33,0.0001595436316704942,0.00017011138494244925
34,9.0333258544273e-05,6.367949802653601e-05
35,8.493428165412199e-05,3.528095510090635e-05
36,0.00013618698267305217,0.00012549881723273175
37,0.00010588811700133286,0.00012402018976299234
38,0.00012753390590034515,0.00017895670691293853
39,0.00018863156996757046,0.0002065613104167306
40,0.000139020240440738,0.00013499089735764507
41,0.0002240864018310564,0.00014995524524043547
42,0.0001701357097774185,4.430282633668274e-05
43,0.00016713543060732598,8.197427138759707e-05
44,0.00015931304972105,0.00016323533238994163
45,0.000193931055337562,0.000106583873519872
46,0.0001382945005548192,1.2101032211210902e-05
47,0.00012631498651204814,5.267027450186529e-05
48,0.00015746670663255272,5.1491276772130265e-05
49,0.00015900397387824092,3.093502718925657e-05
50,7.987491042676677e-05,9.816836117159792e-05
51,6.720978813476841e-05,6.815786508637233e-05
52,0.00015658762022593647,0.00013134112221340957
53,0.00012661823241193548,1.3379723151664127e-05
54,0.00012262680888188406,0.0001523215224781396
55,0.00010008813607417648,0.00011560182302704869
56,0.00010927689705303238,0.00012320604073400517
57,0.0001151445059684162,6.79793453932386e-05
58,0.00011111834106866963,9.054326362588553e-05
59,0.00011266662759933446,6.107997509245877e-05
60,9.698671621481166e-05,4.8415559578273905e-05
61,0.0002660384460157864,0.00012205669165986348
62,8.382267244962556e-05,3.6074991311248766e-05
63,0.00017137568544117483,2.5495516744542717e-05
64,0.00010386829723995623,8.402094619073394e-05
65,0.00010140387584175229,8.061909805113601e-05
66,0.00011234022595776025,1.9752372542707068e-05
67,0.00014418900595882067,5.9151386681113124e-05
68,0.00012679651340672532,9.418720125665577e-05
69,0.00014511815242797821,8.834636541568711e-05
70,0.00010757911812856003,9.92677401420718e-05
71,0.0002451882063548085,0.00015985454806968462
72,7.158666952819199e-06,
73,9.17058516978016e-05,6.493486429028806e-05
74,9.65002333846131e-05,0.00010099708350208247
75,0.00016412683158313979,0.00013562615614286176
76,0.0001377570030597775,9.005989746954181e-05
77,0.00015073138251735723,4.901393439095247e-05
78,8.947025994179259e-05,8.380928374198978e-05
79,0.00013721583373722462,7.891499883987505e-05
80,0.00012567733238240354,9.998157315442303e-05
81,0.00018232439740754628,2.261077480415755e-05
82,9.80150432344857e-05,3.166428777914359e-05
83,8.476830018792705e-05,0.00014593850997263899
84,0.00018390194040645495,0.00018292999134198387
85,0.000109963460552652,3.425504002274094e-05
86,0.00010964652799315176,7.6891464866874e-05
87,0.00012242554659514567,0.0001760107476051387
88,0.00015773980367585677,0.0001857387262357419
89,0.00016762773052779583,8.359152839365701e-05
90,0.0001475564260206822,0.00013641505754946666
91,7.11588855660205e-05,1.817810475420266e-05
92,0.00013456985659844695,0.00017129402156882572
93,0.00015409223987503085,0.00016361327535348836
94,0.0001317843338553704,5.864760002693986e-05
95,0.00018790909662903788,0.0001854220593947747
96,0.00018934678063589735,0.00016119772819561562
97,0.00011089274468919625,0.00012889911240581694
98,0.0001054701792873733,1.8221162205698784e-05
99,0.00015593543280380758,3.7682247250871594e-05
100,0.00014210247879396966,3.529402357981389e-05
101,0.00014743208828738402,0.00010331439739093149
102,0.00015517999430728017,6.731756025651744e-05
103,0.00013784148742198261,0.00017677753071621848
104,9.162617842648232e-05,8.581306772790429e-05
105,0.00013181969577236714,9.316149532488609e-05
